COUNTY,ADDRESS TO,STREET 1,STREET 2,CITY,STATE,ZIP,PHONE
"Town of Hortonia, Outagamie County",Municipal Clerk,PO Box 301,"",Hortonville,WI,54944,""
"Town of How, Oconto County",Municipal Clerk,12875 Birch Ln,"",Suring,WI,54174,""
"Town of Howard, Chippewa County",Municipal Clerk,9750 30th St,"",Colfax,WI,54730,""
"Town of Hubbard, Dodge County",Municipal Clerk,N5959 E Neda Rd,"",Iron Ridge,WI,53035,""
"Town of Hubbard, Rusk County",Municipal Clerk,W7983 County Road J,"",Ladysmith,WI,54848,""
"Town of Hudson, Saint Croix County",Municipal Clerk,980 County Rd A,"",Hudson,WI,54016,""
"Town of Hughes, Bayfield County",Municipal Clerk,PO BOX 805,"",Iron River,WI,54847,""
"Town of Humboldt, Brown County",Town of Humboldt Clerk,575 S New Franken Rd,"",Green Bay,WI,54311,""
"Town of Hull, Marathon County",Municipal Clerk,H3155 Huckleberry Rd,"",Colby,WI,54421,""
"Town of Hull, Portage County",Municipal Clerk,4550 Wojcik Memorial Dr,"",Stevens Point,WI,54481,""
"Town of Hunter, Sawyer County",Municipal Clerk,9316 N County Rd CC,"",Hayward,WI,54843,""
"Town of Hustisford, Dodge County",Municipal Clerk,W3519 Spring Creek RD,"",Neosho,WI,53059,""
"Town of Hutchins, Shawano County",Municipal Clerk,N9971 Meadow Rd,"",Birnamwood,WI,54414,""
"Town of Iola, Waupaca County",Municipal Clerk,E2090 Wolberg Rd,"",Iola,WI,54945,""
"Town of Iron River, Bayfield County",Municipal Clerk,8395 North Shore Drive,"",Iron River,WI,54847,""
"Town of Ironton, Sauk County",Municipal Clerk,E4685 Pickel Rd,"",Reedsburg,WI,53959,""
"Town of Irving, Jackson County",Municipal Clerk,N3902 County Road X,"",BLK River Falls,WI,54615,""
"Town of Isabelle, Pierce County",Municipal Clerk,W7187 135th Ave.,"",Bay City,WI,54723,""
"Town of Ithaca, Richland County",Municipal Clerk,24454 State Hwy 58,"",Richland Center,WI,53581,""
"Town of Ixonia, Jefferson County",Municipal Clerk,PO Box 109,"",Ixonia,WI,53036,""
"Town of Jackson, Adams County",Municipal Clerk,316 Fish Lane,"",Oxford,WI,53952,""
"Town of Jackson, Burnett County",Municipal Clerk,4742 County Rd A,"",Webster,WI,54893,""
"Town of Jackson, Washington County",Municipal Clerk,3146 Division Rd,"",Jackson,WI,53037,""
"Town of Jacksonport, Door County",Municipal Clerk,3365 County Rd V,"",Sturgeon Bay,WI,54235,""
"Town of Jacobs, Ashland County",Municipal Clerk,PO Box 184,"",Glidden,WI,54527,""
"Town of Jamestown, Grant County",Municipal Clerk,2135 Elm St. Box 189,"",Hazel Green,WI,53811,""
"Town of Janesville, Rock County",Municipal Clerk,1628 N Little Ct,"",Janesville,WI,53548,""
"Town of Jefferson, Jefferson County",Municipal Clerk,W5122 Meirkwood Dr,"",Jefferson,WI,53549,""
"Town of Jefferson, Monroe County",Municipal Clerk,29251 Oklee Rd,"",Cashton,WI,54619,""
"Town of Jefferson, Green County",Municipal Clerk,PO Box 32,"",Juda,WI,53550,""
"Town of Jefferson, Vernon County",Municipal Clerk,S4498 Ostrem Rd,"",Viroqua,WI,54665,""
"Town of Johnson, Marathon County",Municipal Clerk,1961 County Rd A,"",Athens,WI,54411,""
"Town of Johnstown, Rock County",Municipal Clerk,17 S Scharine Rd,"",Avalon,WI,53505,""
"Town of Johnstown, Polk County",Municipal Clerk,1925 Long Lake Ln,"",Comstock,WI,54826,""
"Town of Jordan, Green County",Municipal Clerk,N3288 Loop Rd,"",Monroe,WI,53566,""
"Town of Jump River, Taylor County",Municipal Clerk,N9024 Beach Dr,"",Sheldon,WI,54766,""
"Town of Kaukauna, Outagamie County",Municipal Clerk,PO Box 644,"",Kaukauna,WI,54130,""
"Town of Kelly, Bayfield County",Municipal Clerk,29545 Bell Rd,"",Mason,WI,54856,""
"Town of Kendall, Lafayette County",Municipal Clerk,15548 County Road O,"",Darlington,WI,53530,""
"Town of Kennan, Price County",Municipal Clerk,N4102 Noll Rd,"",Kennan,WI,54537,""
"Town of Kewaskum, Washington County",Municipal Clerk,PO Box 484,"",Kewaskum,WI,53040,""
"Town of Keystone, Bayfield County",Municipal Clerk,64350 Washnieski Rd,"",Mason,WI,54856,""
"Town of Kickapoo, Vernon County",Municipal Clerk,PO Box 1,"",Readstown,WI,54652,""
"Town of Kildare, Juneau County",Municipal Clerk,W2208 Riverview Ridge Rd,"",Lyndon Station,WI,53944,""
"Town of Kimball, Iron County",Municipal Clerk,7744 West North Dr,"",Saxon,WI,54559,""
"Town of King, Lincoln County",Municipal Clerk,W4437 County Rd D,"",Tomahawk,WI,54487,""
"Town of Kingston, Green Lake County",Municipal Clerk,W6368 E Pine Street,"",Dalton,WI,53926,""
"Town of Kingston, Juneau County ",Municipal Clerk,W7304 2nd St,"",Necedah,WI,54646,""
"Town of Kinnickinnic, Saint Croix County",Municipal Clerk,1271 County Rd J,"",River Falls,WI,54022,""
"Town of Knapp, Jackson County",Municipal Clerk,W3408 Olson Rd,"",Warrens,WI,54666,""
"Town of Knight, Iron County",Municipal Clerk,PO Box 40,"",Iron Belt,WI,54536,""
"Town of Knowlton, Marathon County",Municipal Clerk,1243 So. Old Hwy. 51,"",Mosinee,WI,54455,""
"Town of Knox, Price County",Municipal Clerk,N4779 River Rd,"",Brantwood,WI,54513,""
"Town of Komensky, Jackson County",Municipal Clerk,W9680 Evergreen,"",Merrillan,WI,54754,""
"Town of Koshkonong, Jefferson County",Municipal Clerk,W5609 Star School Rd,"",Fort Atkinson,WI,53538,""
"Town of Kossuth, Manitowoc County",Municipal Clerk,5317 Danmar Rd,"",Whitelaw,WI,54247,""
"Town of La Follette, Burnett County",Municipal Clerk,23928 Malone Rd,"",Siren,WI,54872,""
"Town of La Grange, Monroe County",Municipal Clerk,22038 County Hwy ET,"",Tomah,WI,54660,""
"Town of La Grange, Walworth County",Municipal Clerk,PO Box 359,"",Whitewater,WI,53190,""
"Town of La Pointe, Ashland County",Municipal Clerk,PO Box 270,"",La Pointe,WI,54850,""
"Town of La Prairie, Rock County",Municipal Clerk,6215 E Creek Rd,"",Janesville,WI,53546,""
"Town of La Valle, Sauk County",Municipal Clerk,314  State Hwy 33/58,po box 30,La Valle,WI,53941,""
"Town of Lac Du Flambeau, Vilas County",Municipal Clerk,PO Box 68,"",Lac Du Flambeau,WI,54538,""
"Town of Lafayette, Chippewa County",Municipal Clerk,5765 197th St,"",Chippewa Falls,WI,54729,""
"Town of Lafayette, Walworth County",Municipal Clerk-Treasurer,N6221 Tamarack Court,"",Elkhorn,WI,53121,""
"Town of Lafayette, Monroe County",Municipal Clerk,9012 County Highway l,"",Sparta,WI,54656,""
"Town of Lake, Price County",Municipal Clerk,PO Box 228,"",Park Falls,WI,54552,""
"Town of Lake, Marinette County",Municipal Clerk,W6202 Loomis Rd,"",Porterfield,WI,54159,""
"Town of Lake Holcombe, Chippewa County",Municipal Clerk,PO Box 280,"",Holcombe,WI,54745,""
"Town of Lake Mills, Jefferson County",Municipal Clerk,1111 S Main St,"",Lake Mills,WI,53551,""
"Town of Lake Tomahawk, Oneida County",Municipal Clerk,PO Box 396,"",Lake Tomahawk,WI,54539,""
"Town of Lakeland, Barron County",Municipal Clerk,612b 29 1/2 Ave,"",Barronett,WI,54813,""
"Town of Lakeside, Douglas County",Municipal Clerk,3196 S Poplar River RD,"",Poplar,WI,54864,""
"Town of Laketown, Polk County",Municipal Clerk,2773 230th St,"",Cushing,WI,54006,""
"Town of Lakewood, Oconto County",Municipal Clerk,PO Box 40,"",Lakewood,WI,54138,""
"Town of Lamartine, Fond Du Lac County",Municipal Clerk,N5367 Hillcrest Rd,"",Fond Du Lac,WI,54937,""
"Town of Lamont, Lafayette County",Municipal Clerk,10784 Lancaster Rd,"",Darlington,WI,53530,""
"Town of Lanark, Portage County",Municipal Clerk,7174 County Road TT,"",Amherst,WI,54406,""
"Town of Land O' Lakes, Vilas County",Municipal Clerk,PO Box 660,"",Land O' Lakes,WI,54540,""
"Town of Langlade, Langlade County",Municipal Clerk,W5607 County Rd A,"",Pickerel,WI,54465,""
"Town of Laona, Forest County",Municipal Clerk,PO Box 36,"",Laona,WI,54541,""
"Town of Larrabee, Waupaca County",Municipal Clerk,E9456 Laude Rd,"",Clintonville,WI,54929,""
"Town of Lawrence, Brown County",Municipal Clerk,2400 Shady Court,"",De Pere,WI,54115,""
"Town of Lawrence, Rusk County",Municipal Clerk,W3755 Town Line Rd,"",Glen Flora,WI,54526,""
"Town of Lebanon, Dodge County",Municipal Clerk,PO Box 24,"",Lebanon,WI,53047,""
"Town of Lebanon, Waupaca County",Municipal Clerk,N5844 Buelow Rd,"",New London,WI,54961,""
"Town of Ledgeview, Brown County",Municipal Clerk,3700 Dickinson Rd,"",De Pere,WI,54115,""
"Town of Leeds, Columbia County",Municipal Clerk,N1485 Pribbenow Drive,"",Arlington,WI,53911,""
"Town of Lemonweir, Juneau County",Municipal Clerk,N3935 19th Ave,"",Mauston,WI,53948,""
"Town of Lena, Oconto County",Municipal Clerk,5750 Butterfly Lane,"",Lena,WI,54139,""
"Town of Lenroot, Sawyer County",Municipal Clerk,11702  N US Hwy 63,"",Hayward,WI,54843,""
"Town of Leola, Adams County",Municipal Clerk,127 Apache Lane,"",Plainfield,WI,54966,""
"Town of Leon, Waushara County",Municipal Clerk,W4772 S Pearl Lake Rd,"",Redgranite,WI,54970,""
"Town of Leon, Monroe County",Municipal Clerk,19487 Jacob Rd,"",Sparta,WI,54656,""
"Town of Leroy, Dodge County",Municipal Clerk,W4197 Ledge Rd,"",Mayville,WI,53050,""
"Town of Lessor, Shawano County",Municipal Clerk,N662 Hill Rd,"",Pulaski,WI,54162,""
"Town of Levis, Clark County",Municipal Clerk,W6351 Bryan Ave,"",Neillsville,WI,54456,""
"Town of Lewiston, Columbia County",Municipal Clerk,W11040 Big Slough Rd,"",Portage,WI,53901,""
"Town of Liberty, Manitowoc County",Municipal Clerk,10816 English Lake Rd,"",Manitowoc,WI,54220,""
"Town of Liberty, Outagamie County",Municipal Clerk,W9115 County Rd S,"",New London,WI,54961,""
"Town of Liberty, Grant County",Municipal Clerk,3910 County Rd E,"",Stitzer,WI,53825,""
"Town of Liberty, Vernon County",Municipal Clerk,S5371 County Rd SS,"",Viola,WI,54664,""
"Town of Liberty Grove, Door County",Municipal Clerk,11161 Old Stage Rd,"",Sister Bay,WI,54234,""
"Town of Lima, Pepin County",Municipal Clerk,W3815 Forster Rd,"",Durand,WI,54736,""
"Town of Lima, Grant County",Municipal Clerk,7695 County Hwy D,"",Platteville,WI,53818,""
"Town of Lima, Sheboygan County",Municipal Clerk,W2351 Spring Lane Ct,"",Sheboygan Falls,WI,53085,""
"Town of Lima, Rock County",Municipal Clerk,9504 Dempsey Dr,"",Whitewater,WI,53190,""
"Town of Lincoln, Kewaunee County",Municipal Clerk,N8849 Black Ash Rd,"",Algoma,WI,54201,""
"Town of Lincoln, Buffalo County",Municipal Clerk,S1847 County Rd XX,"",Alma,WI,54610,""
"Town of Lincoln, Polk County",Municipal Clerk,661 85th St,"",Amery,WI,54001,""
"Town of Lincoln, Forest County",Municipal Clerk,5376 County Rd W,"",Crandon,WI,54520,""
"Town of Lincoln, Vilas County",Municipal Clerk,PO Box 9,"",Eagle River,WI,54521,""
"Town of Lincoln, Eau Claire County",Municipal Clerk,E10850 County Rd D,"",Fall Creek,WI,54742,""
"Town of Lincoln, Adams County",Municipal Clerk,643 Deerborn Dr,"",Grand Marsh,WI,53936,""
"Town of Lincoln, Wood County",Municipal Clerk,12005 Peasant Rd,"",Marshfield,WI,54449,""
"Town of Lincoln, Bayfield County",Municipal Clerk,28340 Kyster Rd,"",Mason,WI,54856,""
"Town of Lincoln, Monroe County",Municipal Clerk,24248 Atlas Ave,"",Warrens,WI,54666,""
"Town of Lincoln, Burnett County",Municipal Clerk,PO Box 296,"",Webster,WI,54893,""
"Town of Lincoln, Trempealeau County",Municipal Clerk,W20944 Sosalla Hill Rd,"",Whitehall,WI,54773,""
"Town of Lind, Waupaca County","Town of Lind, Clerk",E3534 County Rd EE,"",Waupaca,WI,54981,""
"Town of Linden, Iowa County",Municipal Clerk,2526 Fesenfeld Rd,"",Dodgeville,WI,53533,""
"Town of Lindina, Juneau County",Municipal Clerk,W8057 Larson Rd,"",Mauston,WI,53948,""
"Town of Linn, Walworth County",Municipal Clerk,PO Box 130,"",Zenda,WI,53195,""
"Town of Linwood, Portage County",Municipal Clerk,2278 Bluebird Ln,"",Stevens Point,WI,54481,""
"Town of Lisbon, Juneau County",Municipal Clerk,N5293 Meyer Rd,"",New Lisbon,WI,53950,""
"Town of Lisbon, Waukesha County",Municipal Clerk,N5293 Meyer Rd,"",New Lisbon,WI,53950,""
"Town of Little Black, Taylor County",Municipal Clerk,W7461 County Rd O,"",Medford,WI,54451,""
"Town of Little Falls, Monroe County",Municipal Clerk,5951 Cataract Rd,"",Sparta,WI,54656,""
"Town of Little Grant, Grant County",Municipal Clerk,9862 University Farm Rd,"",Bloomington,WI,53804,""
"Town of Little Rice, Oneida County",Municipal Clerk,3737 County Rd Y,"",Tomahawk,WI,54487,""
"Town of Little River, Oconto County",Municipal Clerk,3627 County Road A,"",Oconto,WI,54153,""
"Town of Little Suamico, Oconto County",Municipal Clerk/Treasurer,5694A County Rd. S,"",Sobieski,WI,54171,""
"Town of Little Wolf, Waupaca County",Municipal Clerk,PO Box 8,"",Manawa,WI,54949,""
"Town of Lodi, Columbia County",Municipal Clerk,PO Box 310,"",Lodi,WI,53555,""
"Town of Lomira, Dodge County",Municipal Clerk,N11392 County Rd AY,"",Brownsville,WI,53006,""
"Town of Long Lake, Florence County",Municipal Clerk,11129 Fay Lake Rd,"",Long Lake,WI,54542,""
"Town of Long Lake, Washburn County",Municipal Clerk,N1432 Burma Road,"",Sarona,WI,54870,""
"Town of Longwood, Clark County",Municipal Clerk,N14478 Fairground Ave,"",Own,WI,54460,""
"Town of Lorain, Polk County",Municipal Clerk,3340 15th St,"",Frederic,WI,54837,""
"Town of Lowell, Dodge County",Municipal Clerk,W8906 O'Sixteen Road,"",Reeseville,WI,53579,""
"Town of Lowville, Columbia County",Municipal Clerk,N3946 Dunning Rd,"",Lodi,WI,53555,""
"Town of Loyal, Clark County",Municipal Clerk,N7950 Sparrow Ave,"",Loyal,WI,54446,""
"Town of Lucas, Dunn County",Municipal Clerk,N5671 234th St,"",Menomonie,WI,54751,""
"Town of Luck, Polk County",Municipal Clerk,1616 260th Ave,"",Luck,WI,54853,""
"Town of Ludington, Eau Claire County",Municipal Clerk,S1590 State Rd 27,"",Augusta,WI,54722,""
"Town of Luxemburg, Kewaunee County",Municipal Clerk,N5112 Rendevous Rd,"",Luxemburg,WI,54217,""
"Town of Lyndon, Juneau County",Municipal Clerk,W3080 Mitchell Rd,"",Lyndon Station,WI,53944,""
"Town of Lyndon, Sheboygan County",Municipal Clerk,W6081 County Rd N,"",Plymouth,WI,53073,""
"Town of Lynn, Clark County",Municipal Clerk,N2881 Hiline Ave,"",Chili,WI,54420,""
"Town of Lynne, Oneida County",Municipal Clerk,5097 Willow Rd,"",Tripoli,WI,54564,""
"Town of Lyons, Walworth County",Municipal Clerk,PO Box 337,"",Lyons,WI,53148,""
"Town of Mackford, Green Lake County",Municipal Clerk,W394 County Rd S,"",Markesan,WI,53946,""
"Town of Madge, Washburn County",Municipal Clerk,N3296 Langland Rd,"",Sarona,WI,54870,""
"Town of Madison, Dane County",Municipal Clerk,2120 Fish Hatchery Rd,"",Madison,WI,53713,""
"Town of Magnolia, Rock County",Municipal Clerk,13343 W County Rd B,"",Brodhead,WI,53520,""
"Town of Maiden Rock, Pierce County",Municipal Clerk,N1575 35th Street,"",Plum City,WI,54761,""
"Town of Maine, Outagamie County",Municipal Clerk,W5402 Brugger Rd,"",Black Creek,WI,54106,""
"Town of Maine, Marathon County",Municipal Clerk,6111 N 44th Avenue,"",Wausau,WI,54401,""
"Town of Manchester, Jackson County",Municipal Clerk,W8967 Oak Ridge Rd,"",Black River Falls,WI,54615,""
"Town of Manchester, Green Lake County",Municipal Clerk,W2715 County Rd S,"",Markesan,WI,53946,""
"Town of Manitowish Waters, Vilas County",Municipal Clerk,PO Box 267,4 Airport Road,Manitowish Waters,WI,54545,""
"Town of Manitowoc, Manitowoc County",Municipal Clerk,2417 Elm Rd,"",Manitowoc,WI,54220,""
"Town of Manitowoc Rapids, Manitowoc County",Municipal Clerk,6814 W Custer St,"",Manitowoc,WI,54220,""
"Town of Maple, Douglas County",Municipal Clerk,4649 S Wuori Rd,"",Maple,WI,54854,""
"Town of Maple Creek, Outagamie County",Municipal Clerk,W10098 Hanke Rd,"",New London,WI,54961,""
"Town of Maple Grove, Shawano County",Municipal Clerk,W1236 Main Laney Dr,"",Pulaski,WI,54162,""
"Town of Maple Grove, Barron County",Municipal Clerk,1174 17th St,"",Barron,WI,54812,""
"Town of Maple Grove, Manitowoc County",Municipal Clerk,217 Menasha St,"",Reedsville,WI,54230,""
"Town of Maple Plain, Barron County",Municipal Clerk,2509 2nd St,"",Cumberland,WI,54829,""
"Town of Maple Valley, Oconto County",Municipal Clerk,11821 Cottownwood Lane,"",Suring,WI,54174,""
"Town of Maplehurst, Taylor County",Municipal Clerk,W10241 Bitner Ave,"",Owen,WI,54460,""
"Town of Marathon, Marathon County",Municipal Clerk,3052 Evergreen Rd,"",Marathon,WI,54448,""
"Town of Marcellon, Columbia County",Municipal Clerk,N9875 Dalton Rd,"",Pardeeville,WI,53954,""
"Town of Marengo, Ashland County",Municipal Clerk,62903 Vista Rd,"",Marengo,WI,54855,""
"Town of Marietta, Crawford County",Municipal Clerk,45946 Sunset Ln,"",Boscobel,WI,53805,""
"Town of Marion, Juneau County",Municipal Clerk,W3646 49th St,"",Mauston,WI,53948,""
"Town of Marion, Grant County",Municipal Clerk,16481 O Shadow LN,"",Boscobel,WI,53805,""
"Town of Marion, Waushara County",Municipal Clerk,N1279 County Rd Z,"",Wautoma,WI,54982,""
"Town of Marquette, Green Lake County",Municipal Clerk,306 Lyons St,"",Markesan,WI,53946,""
"Town of Marshall, Richland County",Municipal Clerk,"18475 Gillingham Dr, Box 52","",Richland Center,WI,53581,""
"Town of Marshall, Rusk County",Municipal Clerk,N1909 Cemetery Rd,"",Sheldon,WI,54766,""
"Town of Marshfield, Fond Du Lac County",Municipal Clerk,999 Fond du Lac Street,P O Box 94,Mt. Calvary,WI,53057,""
"Town of Marshfield, Wood County",Municipal Clerk,11191 Milling Ln,"",Marshfield,WI,54449,""
"Town of Martell, Pierce County",Municipal Clerk,N6665 610th St,"",Beldenville,WI,54003,""
"Town of Mason, Bayfield County",Municipal Clerk,60020 Hanson Rd,"",Mason,WI,54856,""
"Town of Matteson, Waupaca County",Municipal Clerk,E10949 Lundt Rd,"",Clintonville,WI,54929,""
"Town of Maxville, Buffalo County",Municipal Clerk,S386 County Rd AA,"",Durand,WI,54736,""
"Town of Mayville, Clark County",Municipal Clerk,W1011 Pine Rd,"",Dorchester,WI,54425,""
"Town of Mazomanie, Dane County",Municipal Clerk,PO Box 396,"",Mazomanie,WI,53560,""
"Town of Mckinley, Polk County",Municipal Clerk,2296 First St,"",Cumberland,WI,54829,""
"Town of Mckinley, Taylor County",Municipal Clerk,W16516 Old 194,"",Sheldon,WI,54766,""
"Town of Mcmillan, Marathon County",Municipal Clerk,M403 Elm St,"",Marshfield,WI,54449,""
"Town of Mead, Clark County",Municipal Clerk,W7999 County Rd MM,"",Greenwood,WI,54437,""
"Town of Meadowbrook, Sawyer County",Municipal Clerk,9410 W County Hwy D,"",Exeland,WI,54835,""
"Town of Mecan, Marquette County",Municipal Clerk,N3544 W Tomahawk Trail,"",Montello,WI,53949,""
"Town of Medary, La Crosse County",Municipal Clerk,N3393 Smith Valley Rd,"",La Crosse,WI,54601,""
"Town of Medford, Taylor County",Municipal Clerk,W6944 County Rd O,"",Medford,WI,54451,""
"Town of Medina, Dane County",Municipal Clerk,50 E Waterloo Rd,"",Waterloo,WI,53594,""
"Town of Meeme, Manitowoc County",Municipal Clerk,13628 Williams Rd,"",Kiel,WI,53063,""
"Town of Meenon, Burnett County",Municipal Clerk,25863 E Bass Lake Dr,"",Webster,WI,54893,""
"Town of Melrose, Jackson County",Municipal Clerk,N1146 Red School Rd,"",Melrose,WI,54642,""
"Town of Menasha, Winnebago County",Municipal Clerk,2000 Municipal Drive,"",Neenah,WI,54956,""
"Town of Menominee, Menominee County",Municipal Clerk,PO Box 279,"",Keshena,WI,54135,""
"Town of Menomonie, Dunn County",Municipal Clerk,E4299 County Rd D,"",Menomonie,WI,54751,""
"Town of Mentor, Clark County",Municipal Clerk,PO Box 53,"",Humbird,WI,54746,""
"Town of Mercer, Iron County",Municipal Clerk,PO Box 149,"",Mercer,WI,54547,""
"Town of Merrill, Lincoln County",Municipal Clerk,W4594 Progress Av,"",Merrill,WI,54452,""
"Town of Merrimac, Sauk County",Town Clerk,PO Box 115,"",Merrimac,WI,53561,""
"Town of Merton, Waukesha County",Municipal Clerk,PO Box 128,"",North Lake,WI,53064,""
"Town of Meteor, Sawyer County",Municipal Clerk,1544 N Cole Ln,"",Exeland,WI,54835,""
"Town of Metomen, Fond Du Lac County",Municipal Clerk,W12605 Sheldon Rd,"",Brandon,WI,53919,""
"Town of Middle Inlet, Marinette County",Municipal Clerk,W7901 County Rd X,"",Middle Inlet,WI,54114,""
"Town of Middleton, Dane County",Municipal Clerk,7555 W Old Sauk Rd,"",Verona,WI,53593,""
"Town of Mifflin, Iowa County",Municipal Clerk,1000 Lower Mifflin Rd,"",Rewey,WI,53580,""
"Town of Milford, Jefferson County",Municipal Clerk,N9457 County Road Q,"",Watertown,WI,53094,""
"Town of Milladore, Wood County",Municipal Clerk,PO Box 56,"",Blenker,WI,54415,""
"Town of Millston, Jackson County",Municipal Clerk,W6530 Woodland Rd,"",Black River Falls,WI,54615,""
